Name,Year,Director,خفن,Type,Animation,Comment,URL,Casts
Promising young woman ,2022,Emerald Fennell,,Movie,IsNot,,https://www.imdb.com//title/tt9620292/?ref_=fn_al_tt_1,"Adam Brody, Ray Nicholson, Sam Richardson, Carey Mulligan, Timothy E. Goodwin, Clancy Brown, Jennifer Coolidge, Laverne Cox, Alli Hart, Loren Paul, Scott Aschenbrenner, Bo Burnham, Christopher Mintz-Plasse, Alison Brie, Gabriel Oliva, Bryan Lillis, Francisca Estevez, Lorna Scott, Connie Britton, Casey Adams, Vince Lozano, Molly Shannon, Max Greenfield, Christopher Lowell, Mike Horton, Steve Monroe, Angela Zhou, Austin Talynn Carpenter"
Predestination,2014,"Michael Spierig, Peter Spierig",*,Movie,IsNot,,https://www.imdb.com//title/tt2397535/?ref_=fn_al_tt_1,"Ethan Hawke, Sarah Snook, Christopher Kirby, Christopher Sommers, Kuni Hashimoto, Sara El-Yafi, Paul Moder, Grant Piro, Christopher Bunworth, Jamie Gleeson, Christina Tan, Dennis Coard, Milla Simmonds, Ruby Simmonds, Cate Wolfe, Ben Prendergast, Carmen Warrington, Sharon Kershaw, Charlie Alexander-Powell, Smith Alexander-Powell, Olivia Sprague, Katie Avram, Melissa Avram, Giordano Gangl, Tony Nikolakopoulos, Monique Heath, Sophie Cusworth, Finegan Sampson, David Rock, Richard Whybrow, Felicity Steel, Lucinda Armstrong Hall, Noah Taylor, Maja Sarosiek, Vanessa Crouch, Eliza Matengu, Sophie Van Den Akker, Madeleine Dixon, Hayley Butcher, Rebecca Cullinan, Alicia Pavlis, Ewa Bartecki, Christopher Stollery, Arielle Carver-O'Neill, Alexis Fernandez, Kristie Jandric, Marky Lee Campbell, Madeleine West, Rob Jenkins, Raj Sidhu, Annabelle Norman, Scott Norman, Kristen Norman, Michael Norman, Louise Talmadge, Elise Jansen, Tyler Coppin, Carolyn Shakespeare-Allen, Jim Knobeloch, Noel Herriman, Ray Tiernan, Freya Stafford"
Prestige,2006,Christopher Nolan,,Movie,IsNot,,https://www.imdb.com//title/tt0482571/?ref_=fn_al_tt_1,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo, Rebecca Hall, Scarlett Johansson, Samantha Mahurin, David Bowie, Andy Serkis, Daniel Davis, Jim Piddock, Christopher Neame, Mark Ryan, Roger Rees, Jamie Harris, Monty Stuart, Ron Perkins, Ricky Jay, J. Paul Moore, Anthony De Marco, Chao Li Chi, Gregory Humphreys, John B. Crye, William Morgan Sheppard, Sean Howse, Julia Sanford, Ezra Buzzington, James Lancaster, Olivia Merg, Zoe Merg, Johnny Liska, Russ Fega, Kevin Will, Edward Hibbert, Christopher Judges, James Otis, Sam Menning, Brian Tahash, Scott Davis, Jodi Bianca Wise, Nikki Glick, Enn Reitel, Clive Kennedy, Robert W. Arbogast, Chris Cleveland"
Prisoners,2013,Denis Villeneuve,,Movie,IsNot,,https://www.imdb.com//title/tt1392214/?ref_=fn_al_tt_1,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard, Melissa Leo, Paul Dano, Dylan Minnette, Zoë Soul, Erin Gerasimovich, Kyla-Drew, Wayne Duvall, Len Cariou, David Dastmalchian, Brad James, Anthony Reynolds, Robert C. Treveiler, Sandra Ellis Lafferty, Victoria Staley, Todd Truley, Brian Daye, Alisa Harris, Robert Mello, Jeff Pope, Rodrick Goins, Mark Drum, Lana Yoo, Pam Smith, Gloria Webber, Michelle Keller, John Atwood, Stacy Melich, J. Omar Castro, Jane McNeill"
Pulp Fiction,1994,Quentin Tarantino,,Movie,IsNot,,https://www.imdb.com//title/tt0110912/?ref_=fn_al_tt_1,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta, Samuel L. Jackson, Phil LaMarr, Frank Whaley, Burr Steers, Bruce Willis, Ving Rhames, Paul Calderon, Bronagh Gallagher, Rosanna Arquette, Eric Stoltz, Uma Thurman, Jerome Patrick Hoban, Michael Gilden, Gary Shorelle, Susan Griffiths, Eric Clark, Joseph Pilato, Brad Blumenthal, Steve Buscemi, Lorelei Leslie, Emil Sitka, Brenda Hillhouse, Christopher Walken, Chandler Lindauer, Sy Sher, Robert Ruth, Rich Turner, Angela Jones, Don Blakely, Carl Allen, Maria de Medeiros, Karen Maruyama, Kathy Griffin, Venessia Valentino, Linda Kaye, Duane Whitaker, Peter Greene, Stephen Hibbert, Alexis Arquette, Quentin Tarantino, Harvey Keitel, Julia Sweeney, Lawrence Bender"
Ransom,1996,Casper Wrede,,Movie,IsNot,,https://www.imdb.com//title/tt0073796/?ref_=fn_al_tt_1,"Sean Connery, Ian McShane, Jeffry Wickham, Isabel Dean, John Quentin, Robert Harris, James Maxwell, William Fox, Harry Landis, Norman Bristow, John Cording, Christopher Ellison, Richard Hampton, Preston Lockwood, Karen Maxwell, Colin Prockter, Malcolm Rennie, Knut Wigert, Knut M. Hansson, Frimann Falck Clausen, Kaare Kroppan, Alf Malland, Brita Rogde, Sven Aune, Per Tofte"
Ready Player One,2018,Steven Spielberg,,Movie,IsNot,,https://www.imdb.com//title/tt1677720/?ref_=fn_al_tt_1,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller, Simon Pegg, Mark Rylance, Philip Zhao, Win Morisaki, Hannah John-Kamen, Ralph Ineson, Susan Lynch, Clare Higgins, Laurence Spellman, Perdita Weeks, Joel MacCormack, Kit Connor, Leo Heller, Antonio Mattera, Ronke Adekoluejo, William Gross, Gareth Mason, Sandra Dickinson, Lynne Wilmot, Jayden Fowora-Knight, Gavin Marshall, Mark Stanley, Emily Beacock, Rosanna Beacock, Gem Refoufi, Jane Leaney, Elliot Barnes-Worrell, Asan N'Jie, Robert Gilbert, Stephen Mitchell, Letitia Wright, Kae Alexander, Joshua Archer, Avye Leventis, Dean Street, Michael Wildman, Turlough Convery, Joe Hurst, Eric Sigmundsson, James Dryden, Danielle Phillips, Rona Morison, Khalil Madovi, Bruce Lester-Johnson, Tom Turner, Paul Barnhill, Isaac Andrews, Maeve Bluebell Wells, Neet Mohan, Georgie Farmer, Kathryn Wilder, Sid Sagar, David Forman, Ian Davies, Lulu Wilson, Adolfo Alvarez, Alonso Alvarez, Jadah Marie, Dallas Dupree Young, Mckenna Grace, Arianna Jaffier, Armani Jackson, Britain Dalton, Jacob Bertrand, Daniel Zolghadri, Sydney Brower, Cara Pifko, Vic Chao, Cara Theobold"
Replicas,2018,Jeffrey Nachmanoff,,Movie,IsNot,,https://www.imdb.com//title/tt4154916/?ref_=fn_al_tt_1,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz, Emjay Anthony, Emily Alyn Lind, Aria Lyric Leabu, Nyasha Hatendi, Amber Rivera, Jonathan Dwayne, Luis Gonzaga, Andres Ramos, Jeffrey Holsman, Sunshine Logroño, Angela Alvarado, Valentín Ramírez, Nicole Colón, Brendan Clack, Leo Álvarez, Amber Townsend"
Requiem for a Dream,2000,Darren Aronofsky,,Movie,IsNot,,https://www.imdb.com//title/tt0180093/?ref_=fn_al_tt_1,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald, Louise Lasser, Marcia Jean Kurtz, Janet Sarno, Suzanne Shepherd, Joanne Gordon, Charlotte Aronofsky, Mark Margolis, Michael Kaycheck, Jack O'Connell, Chas Mastin, Ajay Naidu, Sean Gullette, Samia Shoaib, Peter Maloney, Abraham Abraham, Aliya Campbell, Te'ron A. O'Neal, Denise Dowse, Bryan Chattoo, Eddie De Harp, Scott Franklin, Peter Cheyenne, Brian Costello, Abraham Aronofsky, James Chinlund, Olga Merediz, Allison Furman, Robert Dylan Cohen, Ben Shenkman, Keith David, Dylan Baker, Shaun O'Hagan, Leland Gantt, Bill Buell, Jimmie Ray Weeks, Gregg Bello, Henry Stram, Heather Litteer, Jenny Decker, Ami Goodheart, Nina Zavarin, Stanley B. Herman, Scott Bader, Jim Centofanti, Scott Chait, Daniel Clarin, Ben Cohen, Eric Cohen, Brett Feinstein, Ricky Fier, John Getz, Andrew Kessler, Ross Lombardo, Carter Mansbach, Scott Miller, Todd Miller, Joshua Pollack, Craig Rallo, Geordan Reisner, Keith Scandore, David Seltzer, Chris Varvaro, Ricardo Viñas, Chad Weiner, Jesse Weissberger, Greg Weissman, Hubert Selby Jr., Lianna Pai"
Reservoir Dogs,1992,Quentin Tarantino,,Movie,IsNot,,https://www.imdb.com//title/tt0105236/?ref_=fn_al_tt_1,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi, Lawrence Tierney, Randy Brooks, Kirk Baltz, Edward Bunker, Quentin Tarantino, Rich Turner, David Steen, Tony Cosmo, Stevo Polyi, Michael Sottile, Robert Ruth, Lawrence Bender, Linda Kaye, Suzanne Celeste, Steven Wright, Laurie Lathem, Maria Strova, Burr Steers, Craig Hamann"
Schindler's List,1993,Steven Spielberg,,Movie,IsNot,,https://www.imdb.com//title/tt0108052/?ref_=fn_al_tt_1,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola, Andrzej Seweryn, Friedrich von Thun, Krzysztof Luft, Harry Nehring, Norbert Weisser, Adi Nitzan, Michael Schneider, Miri Fabian, Anna Mucha, Albert Misak, Michael Gordon, Aldona Grochal, Jacek Wójcicki, Beata Paluch, Piotr Polk, Ezra Dagan, Beata Deskur, Rami Heuberger, Leopold Kozlowski, Jerzy Nowak, Uri Avrahami, Adam Siemion, Magdalena Dandourian, Pawel Delag, Shabtai Konorti, Oliwia Dabrowska, Henryk Bista, Tadeusz Bradecki, Wojciech Klata, Elina Löwensohn, Ewa Kolasinska, Bettina Kupfer, Grzegorz Kwas, Vili Matula, Stanislaw Koczanowicz, Hans-Jörg Assmann, Geno Lechner, August Schmölzer, Ludger Pistor, Beata Rybotycka, Branko Lustig, Artus Maria Matthiessen, Hans-Michael Rehberg, Eugeniusz Priwieziencew, Michael Z. Hoffmann, Erwin Leder, Jochen Nickel, Andrzej Welminski, Daniel Del-Ponte, Marian Glinka, Grzegorz Damiecki, Stanislaw Brejdygant, Olaf Lubaszenko, Haymon Maria Buttinger, Peter Appiano, Jacek Pulanecki, Tomasz Dedek, Slawomir Holland, Martin Semmelrogge, Tadeusz Huk, Alexander Held, Piotr Cyrwus, Joachim Paul Assböck, Osman Ragheb, Maciej Orlos, Marek Wrona, Zbigniew Kozlowski, Marcin Grzymowicz, Dieter Witting, Magdalena Komornicka, Agnieszka Krukówna, Anemona Knut, Jeremy Flynn, Agnieszka Wagner, Jan Jurewicz, Wieslaw Komasa, Maciej Kozlowski, Martin Bergmann, Wilhelm Manske, Peter Flechtner, Sigurd Bemme, Etl Szyc, Lucyna Zabawa, Ruth Farhi, Jerzy Sagan, Dariusz Szymaniak, Dirk Bender, Maciej Winkler, Radoslaw Krzyzowski, Jacek Lenczowski, Hanna Kossowska, Maja Ostaszewska, Sebastian Skalski, Ryszard Radwanski, Piotr Kadlcik, Lech Niebielski, Thomas Morris, Sebastian Konrad, Lidia Wyrobiec-Bank, Ravit Ferera, Agnieszka Korzeniowska, Dominika Bednarczyk, Alicja Kubaszewska, Danny Marcu, Hans Rosner, Edward Linde-Lubaszenko, Alexander Strobele, Georges Kern, Alexander Buczolich, Michael Schiller, Götz Otto, Wolfgang Seidenberg, Hubert Kramar, Razia Israeli, Dorit Seadia, Esti Yerushalmi"
Searching,2018,Aneesh Chaganty,,Movie,IsNot,,https://www.imdb.com//title/tt7668870/?ref_=fn_al_tt_1,"John Cho, Sara Sohn, Alex Jayne Go, Megan Liu, Kya Dawn Lau, Michelle La, Joseph Lee, Dominic Hoffman, Sylvia Minassian, Melissa Disney, Connor McRaith, Colin Woodell, Debra Messing, Joseph John Schirle, Ashley Edner, Courtney Lauren Cummings, Kenneth Mosley, Miss Benny, Briana McLean, Reed Buck, Franchesca Maia, Thomas Barbusca, Erica Jenkins, Julie Nathanson, Bryce Branagan, Katie Rowe, Roy Abramsohn, Kristin Herold, Rasha Goel, Johnno Wilson, Erin Henriques, Gage Biltoft, Steven Michael Eich, Sean O'Bryan, LaSaundra Gibson, Ric Sarabia, John Macey, Betsy Foldes, Ben Cain, Brad Abrell, Michelle Sparks"
Self less,2015,Tarsem Singh,*,Movie,IsNot,,https://www.imdb.com//title/tt2140379/?ref_=fn_al_tt_1,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Jaynee-Lynne Kinchen, Melora Hardin, Michelle Dockery, Sam Page, Brendan McCarthy, Thomas Francis Murphy, Sandra Ellis Lafferty, Emily Tremaine, Griff Furst, Cedric Palmisano, Tom Waite, Douglas M. Griffin, Marcus Lyle Brown, Teri Wyble, Mariana Paola Vicente, Gary Weeks, Kristin Erickson, Dakota Buchanan, Robert Harvey, Dylan Lowe, Jimmy Gonzales, Jesica Ahlberg, Dacia Fernandez, Hannah Jelinovic, Ashley Laliberty, Anna Dudnik, Big Freedia, Antionique Price, Stephanie Bertrand, Shelby Skipper, David Robertson, Alvin Santana, Rashod Singleton, Keiton Crump, Clay Chamberlin, Kate Ransome Wilcox, Julian Niccolini"
Seven,1995,David Fincher,*,Movie,IsNot,,https://www.imdb.com//title/tt0114369/?ref_=fn_al_tt_1,"Morgan Freeman, Andrew Kevin Walker, Daniel Zacapa, Brad Pitt, Gwyneth Paltrow, John Cassini, Bob Mack, Peter Crombie, Reg E. Cathey, R. Lee Ermey, George Christy, Endre Hules, Hawthorne James, William Davidson, Bob Collins, Jimmy Dale Hartsell, Richard Roundtree, Charline Su, Dominique Jennings, Allan Kolman, Beverly Burke, Gene Borkan, Julie Araskog, Mario Di Donato, Alfonso Freeman, John C. McGinley, Harrison White, Bob Stephenson, Michael Reid MacKay, Kevin Spacey, Richard Portnow, Tudor Sherrard, Mark Boone Junior, Pamala Tyson, Lennie Loftin, Sarah Reinhardt, Emily Wagner, Martin Serene, Michael Massee, David Correia, Ron Blair, Jennifer Mueller, Leland Orser, Lexie Bigham, Evan Mirand, Paul Eckstein, Harris Savides, Rachel Flanagan, Heidi Schanz, Brian Evers, Shannon Wilcox, Richard Schiff, James Deeth, John Santin, Charles A. Tamburro, Richmond Arquette, Duffy Gaver"
Shutter island,2008,Martin Scorsese,*,Movie,IsNot,,https://www.imdb.com//title/tt1130884/?ref_=fn_al_tt_1,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas, Robin Bartlett, Christopher Denham, Nellie Sciutto, Joseph Sikora, Curtiss Cook, Raymond Anthony Thomas, Joseph McKenna, Ruby Jerins, Tom Kemp, Bates Wilder, Lars Gerhard, Matthew Cowles, Jill Larson, Ziad Akl, Dennis Lynch, John Porell, Aidan Cole Mitchell, Drew Beasley, Joseph P. Reidy, Bree Elrod, Thomas B. Duffy, Ken Cheeseman, Steve Witting, Michael E. Chapman, Keith Fluker, Darryl Wooten, Michael Byron, Gary Galone, Gabriel Hansen"
Silver Linings Playbook,2012,David O. Russell,,Movie,IsNot,,https://www.imdb.com//title/tt1045658/?ref_=fn_al_tt_1,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman, Dash Mihok, Matthew Russell, Cheryl Williams, Patrick McDade, Brea Bee, Mary Regency Boies, Phillip Chorba, Anthony Lawton, Patsy Meck, Maureen Torsney-Weir, Jeff Reim, Fritz Blanchette, Rick Foster, Bonnie Aarons, Ted Barba, Elias Birnbaum, Matthew Michels, Pete Postiglione, Dicky Eklund Jr., Sanjay Shende, Mihir Pathak, Ibrahim Syed, Madhu Narula, Samantha Gelnaw, Tiffany E. Green, Tal Livshitz, Vlada Semenova, Zhan Paulovich, Lana Rossi"
Silver Linings Playbook,2012,David O. Russell,,Movie,IsNot,,https://www.imdb.com//title/tt1045658/?ref_=fn_al_tt_1,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman, Dash Mihok, Matthew Russell, Cheryl Williams, Patrick McDade, Brea Bee, Mary Regency Boies, Phillip Chorba, Anthony Lawton, Patsy Meck, Maureen Torsney-Weir, Jeff Reim, Fritz Blanchette, Rick Foster, Bonnie Aarons, Ted Barba, Elias Birnbaum, Matthew Michels, Pete Postiglione, Dicky Eklund Jr., Sanjay Shende, Mihir Pathak, Ibrahim Syed, Madhu Narula, Samantha Gelnaw, Tiffany E. Green, Tal Livshitz, Vlada Semenova, Zhan Paulovich, Lana Rossi"
Slumdog Millionaire,2008,"Danny Boyle, Loveleen Tandan",,Movie,IsNot,,https://www.imdb.com//title/tt1010048/?ref_=fn_al_tt_1,"Dev Patel, Saurabh Shukla, Anil Kapoor, Raj Zutshi, Jeneva Talwar, Freida Pinto, Irrfan Khan, Azharuddin Mohammed Ismail, Ayush Mahesh Khedekar, Jira Banjara, Sheikh Wali, Mahesh Manjrekar, Sanchita Choudhary, Himanshu Tyagi, Sharib Hashmi, Virendra Chatterjee, Feroze Khan, Sunil Kumar Agrawal, Virender Kumar, Devesh Rawal, Rubina Ali, Ankur Vikal, Tiger, Chirag Parmar, Nazneen Shaikh, Farzana Ansari, Anupam Shyam, Salim Chaus, Singh Shera Family, Harvinder Kaur, Narendra Singh Bhati, Tanay Chheda, Ashutosh Lobo Gajiwala, Satya Mudgal, Janet de Vigne, William Relton, David Gilliam, Mia Drake, Kinder Singh, Christine Matovich Singh, Thomas Lehmkuhl, Siddesh Patil, Najma Shaikh, Saeeda Shaikh, Alka Satpute, Tabassum Khan, Tanvi Ganesh Lonkar, Sitaram Panchal, Nigel Caesar, Ajit Pandey, Kedar Thapar, Amit Leonard, Rajesh Kumar, Sagar Ghopalkar, Pradeep Solanki, Abdul Hamid Shaikh, Dheeraj Waghela, Shruti Seth, Arfi Lamba, Taira Colah, Varun Bagri, Ankur Tewari, Anjum Sharma, Madhur Mittal, Sarfaraz Khan, Syed Fazal Hussain, Umar Khan, Imran Hasnee, Homai Billimoria, Udayan Baijal, Sandeep Kaul, Rufee Ahmed, Rhea Lawyer, Deepali Dalvi, Anisha Nagar, Farrah Shaikh, Mamta Sharma, Neha M. Khatarawalla, Tanya Singh, Anand Tiwari, Faezeh Jalali, Meghana Jhalani, Rupali Mehra, Anju Singh, Saurabh Agarwal"
Snowpiercer,2013,"Christoph Schrewe, Leslie Hope, James Hawes, Sam Miller, Helen Shaver, Frederick E.O. Toye, David Frazee, Clare Kilner, Rebecca Rodriguez, Erica Watson, Everardo Gout, Joe Menendez",*,Movie,IsNot,,https://www.imdb.com//title/tt6156584/?ref_=fn_al_tt_1,Daveed Diggs
Stranger than Fiction,2006,Marc Forster,,Movie,IsNot,,https://www.imdb.com//title/tt0420223/?ref_=fn_al_tt_1,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza, T.J. Jagodowski, Peter Grosz, Ricky Adams, Christian Stolte, Denise Hughes, Peggy Roeder, Tonray Ho, Tony Hale, Maggie Gyllenhaal, Danny Rhodes, Helen Young, David Pompeii, Linara Washington, Larry Neumann Jr., Emma Thompson, John Mohrlein, Queen Latifah, Tom Hulce, Bruce Jarchow, Linda Hunt, Dustin Hoffman, Kristin Chenoweth, Bradley Mott, John M. Watson Sr., David Wiegers, Jarrett Sleeper, Karen Lloyd, Keith Kupferer, Danny McCarthy, Tab Baker, Mark Buettner, Christian Young, Arraon Skippa Hixson, Bryan Kelly, Whitney Sneed, Ray Kurut, Celeste Pechous, Michael Cook, Cheryl Lynn Bruce, Chet Dubowski, Ora Jones, Jordan Keller, Herb Lichtenstein, Stacey Elaine Jackson, Jordan Teplitz, Ricardo Gutiérrez, James Mazza, Oscar Roxas, Nadirah Bost, Sandra Marquez, Lacy Katherine Campbell, Will Clinger, Al Samuels, Frank Caeti, Andrew Rothenberg, Rengin Altay, Lucinda Kemp, Donna Watkins, Julien Heron, Lora Cain, Bob Papenbrook, Mike McColl"
Swiss Army Man,2016,"Dan Kwan, Daniel Scheinert",,Movie,IsNot,,https://www.imdb.com//title/tt4034354/?ref_=fn_al_tt_1,"Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero, Timothy Eulich, Richard Gross, Marika Casteel, Andy Hull, Aaron Marshall, Shane Carruth"
Taxi driver,1976,Martin Scorsese,,Movie,IsNot,,https://www.imdb.com//title/tt0075314/?ref_=fn_al_tt_1,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito, Garth Avery, Peter Boyle, Albert Brooks, Harry Cohn, Copper Cunningham, Robert De Niro, Brenda Dickson, Harry Fischler, Jodie Foster, Nat Grant, Leonard Harris, Richard Higgs, Beau Kayser, Harvey Keitel, Victor Magnotta, Bob Maroff, Norman Matlock, Bill Minkin, Murray Moston, Harry Northup, Gene Palma, Harlan Cary Poe, Steven Prince, Peter Savage, Martin Scorsese, Cybill Shepherd, Nicholas Shields, Ralph S. Singleton, Joe Spinell, Maria Turner, Robin Utt"
Ted,2012,"Declan Lowney, M.J. Delaney, Erica Dunton, Tom Marshall, Elliot Hegarty, Matt Lipsey, Zach Braff, Ezra Edelman, Sam Jones",:D,Movie,IsNot,,https://www.imdb.com//title/tt10986410/?ref_=fn_al_tt_1,Jason Sudeikis
Ted 2,2015,Seth MacFarlane,:D,Movie,IsNot,,https://www.imdb.com//title/tt2637276/?ref_=fn_al_tt_1,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth, Giovanni Ribisi, Morgan Freeman, Sam J. Jones, Patrick Warburton, Michael Dorn, Bill Smitrovich, John Slattery, Cocoa Brown, John Carroll Lynch, Ron Canada, Liam Neeson, Dennis Haysbert, Patrick Stewart, Tom Brady, Jay Leno, Jimmy Kimmel, Kate McKinnon, Bobby Moynihan, Taran Killam, Sebastian Arcelus, Jay Patterson, Steve Callaghan, Nana Visitor, Maggie Geha, Jessica Szohr, Craig Ricci Shaynak, Lexi Atkins, Jack Knight, Lauren Sanchez, William Xifaras, Altina Lester, Curtis Stigers, Julius Sharpe, Liz Morgan, Alec Sulkin, Ralph Garman, Michael Steven Costello, Vanessa Vander Pluym, J. Mark Donaldson, Frank Lloyd, Bart A. Piscitello Jr., Becki Dennis, Robert Holfelder, Michael Trisler, Ryan Hanna, Kate Gustafson, David Goldman, Ted Jessup, Ronobir Lahiri, Barry Ratcliffe, Chris Regan, Nefetari Spencer, Jeffrey Stubblefield, Wellesley Wild, Lenny Clarke, Chris Neville, Rachael MacFarlane, Christy Scott Cashman, Joseph J. Micucci, Josiah Blount, Johnny Alves, Silvio Cuadra, Dustin Ybarra, Matthew J. Walters, Aaron Zell, Scott Wahle, John Viener, Kate B. O'Brien, Billy Concha, Andrew Torres, Luke Adams, Tara Strong, Tiffany, Alin Halajian"
Tenet,2020,Christopher Nolan,,Movie,IsNot,,https://www.imdb.com//title/tt6723592/?ref_=fn_al_tt_1,"Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi, Andrew Howard, John David Washington, Rich Ceraulo Ko, Jonathan Camp, Wes Chatham, Sander Rebane, Martin Donovan, Clémence Poésy, Josh Stewart, Robert Pattinson, Dimple Kapadia, Denzil Smith, Jeremy Theobald, Michael Caine, Tom Nolan, Elizabeth Debicki, Laurie Shepherd, Yuri Kolokolnikov, Marcel Sabat, Julia-Maria Arnolds, Jack Cutmore-Scott, Himesh Patel, Anthony Molinari, Kenneth Branagh, Adam Cropper, Tony Christian, Jan Uuspõld, Kaspar Velberg, Sergo Vares, Rain Tolk, Aaron Taylor-Johnson, Fiona Dourif, Henrik Kalmet, Sean Avery, John Douglas, Seb Carrington, Matthew Marsden"
Tenet,2020,Christopher Nolan,,Movie,IsNot,,https://www.imdb.com//title/tt6723592/?ref_=fn_al_tt_1,"Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi, Andrew Howard, John David Washington, Rich Ceraulo Ko, Jonathan Camp, Wes Chatham, Sander Rebane, Martin Donovan, Clémence Poésy, Josh Stewart, Robert Pattinson, Dimple Kapadia, Denzil Smith, Jeremy Theobald, Michael Caine, Tom Nolan, Elizabeth Debicki, Laurie Shepherd, Yuri Kolokolnikov, Marcel Sabat, Julia-Maria Arnolds, Jack Cutmore-Scott, Himesh Patel, Anthony Molinari, Kenneth Branagh, Adam Cropper, Tony Christian, Jan Uuspõld, Kaspar Velberg, Sergo Vares, Rain Tolk, Aaron Taylor-Johnson, Fiona Dourif, Henrik Kalmet, Sean Avery, John Douglas, Seb Carrington, Matthew Marsden"
The Apartment,1960,Billy Wilder,,Movie,IsNot,,https://www.imdb.com//title/tt0053604/?ref_=fn_al_tt_1,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen, David Lewis, Hope Holiday, Joan Shawlee, Naomi Stevens, Johnny Seven, Joyce Jameson, Willard Waterman, David White, Edie Adams"
